text,airline_sentiment
@USAirways what an amazing day. Delayed 4 hrs bc frozen h2o on plane Now sitting @ gate on same plane 4 30 mins still waiting! #flight1797,negative
@AmericanAir Thanks for the champagne  AA153 ORD-NRT to celebrate my #TokyoMarathon2015 finish! http://t.co/Ij4xL01tKX,positive
@USAirways I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?,negative
@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed,negative
"@SouthwestAir I didn't say anything about patience, I said this is probably the last time I fly Southwest. I suggest others do the same.",negative
@United landed in den on time stuck waiting for gate for 30 min. Maybe an update would be a good idea capt?,negative
“@JetBlue: Our fleet's on fleek. http://t.co/3Ltx7JKBo9” is fleek dead yet now?,neutral
"@SouthwestAir- ...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring.",neutral
@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,neutral
"@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled.",negative
@USAirways how long are you going make us sit in this plane while they repair it? Could I at least get a beer???,negative
"@JetBlue - I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)",negative
"@united Is your company motto: ""I do not care!!!""  I heard several times from your employees to your clients in the past week.""  #idonotcare",negative
@united stop picking on us #CLE http://t.co/VTqE8m1L3i,negative
@SouthwestAir  I am following you now.,neutral
"@americanair hi, you Cancelled Flightled our flight back to the US and now won't take our call. What are we supposed to do?",negative
@united Back at the Denver airport and ready for round two today. Ready to get home!,negative
Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366,neutral
.@VirginAmerica I heard he has a virgin mobile hotspot ;),neutral
@united flt 4567 has had two more updates in the last 3 minutes.,neutral
@united second time flying into Houston and 45+ mins waiting for luggage at baggage. Typical? Still waiting..,negative
"@united Poor cabin luggage service on UA1266 to BOS, I was forced to check in even when there was empty space for bags in the overhead!",negative
@united Why does it take 4-6 weeks for a new MileagePlus Premier card to be sent out? #stillwaiting #doesntfeellikestatusyet,negative
"@SouthwestAir where are our bags?
We have a tv show to film!!",negative
@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,neutral
@USAirways  2 hours on hold and issue still not resolved. hope to make my flight in 12 hours. for every minute of talk = 20 minutes of hold,negative
@AmericanAir flights have been on time Late Flightly though!,positive
"@AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't.",negative
"@AmericanAir ""Thank you for contacting American. The email address you have written to is an unmonitored account”",neutral
@USAirways please follow me so I can DM you about something,neutral
"@USAirways As a member of the news media, the awful service of the last few days won't go unnoticed.",negative
@USAirways Why can't I check in online for a flight tomorrow am?,negative
@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,neutral
@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.,negative
@AmericanAir ok thank you. What if I can't get a hold of someone to get a new flight?,positive
@USAirways what's the issue with flight 4420 from jax being delayed tonight?,negative
@AmericanAir this receipt doesn't show the evoucher value nor does it mention having used an evoucher,neutral
😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,positive
"@JetBlue what's up? Three delays so far, resulting in over three hours of unnecessary, extra waiting.",negative
"@JetBlue traveling w/ a rifle for a hunting trip, can a pistol be in the same large rifle case too? Wasn't clear in freq asked questions",neutral
@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.,negative
@united 4016 529557.   You going to transfer my car to me too?  Because it's at the airport you couldn't get me too...,negative
@VirginAmerica Thanks!,positive
@JetBlue I had a SJC to JFK departing 10:55pm tonight. I have to now change my whole schedule. Can we get a sort of refund for this?,negative
@USAirways  thanks! Now I just need to locate where my luggage is!,negative
@SouthwestAir where is mines?,neutral
@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.,neutral
@SouthwestAir wifi is so slow! What is the point having one if can't get on the Internet?! Ugh...,negative
@united That was the problem.  We were being told the aircraft was on its way.,negative
"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight",negative
@SouthwestAir there is a good chance myself nor anyone else in this airport will ever be Flight Booking Problems southwest again..,negative
@JetBlue still sitting in plane in Newburg. This is getting #ridiculous. No way to treat #loyal customers.,negative
"@AmericanAir you think I haven't tried that multiple times?? The ""status"" of my bag is that it should've been here YESTERDAY. So disgusted.",negative
"@USAirways really, so what does that mean??? #usairwayssucks",negative
@SouthwestAir what is DM?,neutral
@JetBlue what are the chances of one of your flights leaving at 6am out of Newark nj being Cancelled Flightled tomorrow?,neutral
@SouthwestAir LOST Kay Chapman Designs art-luggage for important show. Won't help locate it. Terrible customer service.,negative
@USAirways got through on the phone. usair Cancelled Flightled her return flights because she missed a flight on her way out. they took care of it,neutral
@USAirways what is with all the Cancelled Flightlations to PBI? We have pax at DCA that have been sent to 4 different lines between AAL and AWE. Help!,negative
@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr,negative
@SouthwestAir arrangements to reimburse me for the rental I had to get?,neutral
@SouthwestAir Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa.,negative
@JetBlue anything for you. #flyfi http://t.co/8jceDiKY9U,positive
@USAirways 40 minutes to put my TSA number in… 40 mins… and stop holding people hostage with requiring a dividends miles acct. @tsa,negative
@USAirways  I'm glad this airline is going to be swallowed by American!!! American always picks up the phone and solves problems.,negative
@SouthwestAir Flying now from JAX to DEN and I paid $8 for wifi that barely is functional.  Couldn't do work if I wanted to.  Never again.,negative
@united DM sent. Thanks so much for the strong customer service!!,positive
@SouthwestAir now flying non stop CMH-OAK has me daydreaming about a trip to the bay...especially in this weather. #OhioProbz,positive
"Just in case you needed confirmation that ""on fleek"" is dead &amp; gone. RT @JetBlue: Our fleet's on fleek. http://t.co/G4O6yX7TMJ",negative
"@USAirways it MIGHT have went through. No confirmation. ""Please wait"" then same form.",negative
@united I just had an interview how long does it take before you hear back,neutral
@USAirways WTF is going on with the 1:30 from DC to BOS? Twice we go back back to the gate after leaving for the runway? Total BS.,negative
@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...,negative
@United give me a direct number I can call regarding my lost baggage immediately.,negative
"@USAirways i have never been treated so poorly by an airline in my life, as a military family we do alot of flying..",negative
@USAirways claimed my flight Cancelled Flighted because PHL runway not good but Delta flight at same exact time is taking off on time.,negative
@USAirways @AmericanAir we are missing our connection due to delay out of LAS. What are we supposed to do now?,negative
@AmericanAir thanks for reFlight Booking Problems me on a flight and then leaving my luggage in NYC. Unbelievable.,negative
@AmericanAir I was worried when my bag went SAN to DCA 24 hours before me. But our reunion was an organized  breeze! http://t.co/uOARyQ98PU,negative
